filename,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
classical.00000.wav,0.252391934,0.084153183,0.036244892,0.000220751,1505.166424,44457.89174,1559.00574,43682.97327,2716.306158,299398.3072,0.098222702,0.000431394,-4.66E-05,0.001229628,-0.000121099,6.03E-05,95.703125,-268.1955261,1792.286011,135.6919708,189.0908813,-34.05140305,231.4403076,25.61550713,169.2002411,-12.97758484,71.46849823,17.90298843,74.70689392,-9.990348816,114.7507019,5.630702496,65.85098267,-14.14257336,75.53708649,7.49030447,177.0361023,-3.969332218,106.8648987,8.258573532,80.1192627,-1.335326076,154.5340118,-0.365052164,188.3262329,1.039341211,171.7805481,3.791384459,86.13790894,-0.320783019,100.8270874,1.772985101,95.44073486,0.889234006,97.1333313,-0.842024863,120.8657913,classical
classical.00001.wav,0.214995041,0.08500956,0.030625174,0.000160968,1360.643672,61611.21285,1441.243134,32378.72969,2387.72913,368797.1379,0.087765628,0.000629679,-5.13E-05,0.001046654,-9.03E-05,8.39E-06,112.3471467,-324.0611572,984.0166016,133.594574,333.2983093,-25.04469109,187.5192108,24.55264282,151.7171021,-11.94702435,130.1637878,17.66755867,139.4789734,-5.524336338,123.1433334,1.711050391,82.1829071,-10.57714176,76.72661591,-0.849828899,82.1895752,-7.808103561,98.43104553,3.525354862,117.6159821,5.048823357,192.8587036,1.367479324,156.2954102,3.010915756,163.4925079,-3.128688097,158.4981384,-4.28984642,75.67642975,0.59100914,134.6177063,2.877630949,153.6305542,0.373280644,123.7073898,classical
classical.00002.wav,0.277958095,0.083758704,0.043859549,0.00019262,1490.275364,38993.33753,1600.115744,31200.89904,2785.294011,274835.3889,0.090045784,0.000395227,-1.97E-05,0.001638362,-0.000128681,9.17E-05,99.38401442,-235.2537231,857.9429321,141.1099854,197.6880798,-34.67073441,151.6973724,30.96661186,136.0753784,-16.38002014,51.46429062,23.1108284,81.5814743,-11.03014946,79.47806549,7.638682365,59.4458847,-19.01194191,50.8346138,4.219429016,77.91161346,-11.82760048,60.40375519,8.911826134,67.26262665,-1.431637764,99.73355865,4.288130283,81.59481049,1.475191832,94.9488678,3.17156148,85.15091705,-1.309432507,77.17074585,2.945177317,74.20265198,-1.655027032,59.09608078,-2.896192551,53.00043488,classical
classical.00003.wav,0.234229311,0.083450928,0.029442085,0.000356541,1526.629882,91344.30989,1499.439342,60196.22756,2916.000387,499393.9317,0.108946385,0.001160843,-3.54E-05,0.001163755,-0.000117502,1.02E-05,71.77734375,-326.861084,3202.030518,127.4024048,309.813446,-30.60689735,462.5898438,37.45817184,127.5357437,-5.300833225,131.1762543,20.81996346,116.8258743,-1.774823785,72.76699066,-4.613475323,100.2867508,-4.044669628,93.04714966,5.224091053,73.66579437,-0.653076768,125.6000366,2.79403019,173.1432037,7.235352516,151.1353302,3.975653648,113.0260544,-2.387835741,154.9356995,1.499584794,125.1970978,0.597388685,111.5396118,-0.595683694,151.7199097,2.341258526,133.9022827,2.640535831,210.3656158,classical
classical.00004.wav,0.221573755,0.084999502,0.042316314,0.000209388,1705.563259,68132.45346,1646.06401,25963.45828,3174.931743,333266.8791,0.112857167,0.000835,-5.91E-05,0.001837607,-0.000101538,2.73E-05,161.4990234,-259.9151306,559.9942017,118.9501648,220.6236725,-35.61749268,142.532074,31.96369362,64.2364502,-16.52582359,75.86949921,10.61653328,58.39541626,-15.65391922,56.34030533,7.417118549,109.2466202,-5.822311878,96.47890472,8.268571854,96.74873352,-17.98200226,184.8431244,-1.185532689,161.2614136,-6.355772495,104.3426514,2.748989344,143.8309021,-2.585194111,83.43832397,4.403328419,83.13835144,-4.1252985,69.47055054,-4.787771225,131.7763367,-4.774069309,115.4478073,-4.603726864,217.1220093,classical
classical.00005.wav,0.268530279,0.082541101,0.043262236,0.000584547,1431.055193,74049.94304,1558.112947,39297.27428,2835.996128,305081.8496,0.07521004,0.000617806,-2.82E-05,0.001919241,-9.62E-05,0.000107941,143.5546875,-264.2930298,7376.275391,138.1752167,321.1139832,-30.08368301,147.3245544,37.82317734,178.1809387,-7.17117691,95.29924011,6.760847092,108.3628693,-11.7936058,74.17580414,4.705314159,81.63243103,-9.814957619,63.49723434,5.85040617,93.2334671,-9.55994606,55.52488708,2.67933321,85.84346008,-4.782588482,72.1342392,-1.409668326,80.49023438,-2.093971729,86.86705017,2.974851847,77.8375473,3.358777285,86.31481171,4.813419342,78.53746796,1.758111238,73.02351379,-1.830847025,89.70668793,classical
classical.00006.wav,0.26147446,0.08511582,0.033215571,0.000348455,1372.6378,70402.01221,1579.213327,30129.15855,2737.714459,315706.2762,0.072901184,0.00073195,-3.76E-05,0.001322905,-8.69E-05,1.93E-05,99.38401442,-295.7745667,4000.331055,134.5388336,307.9284973,-22.42955399,160.317749,40.74411392,86.02946472,-5.875274181,117.9015274,9.255605698,69.85453796,-11.86452103,85.45122528,6.286139488,85.61186218,-8.856302261,57.12421417,4.393896103,76.77688599,-9.372191429,105.1594543,4.062892914,82.78365326,1.645390511,94.18275452,5.135507107,80.04867554,5.429153442,100.8021164,2.26820755,84.9102478,-1.829535127,98.36299896,-2.927458286,100.3272018,0.13953793,87.72997284,3.201955795,102.5719986,classical
classical.00007.wav,0.276538014,0.087491788,0.040911511,0.000774211,1358.850774,130160.3503,1516.240772,48211.24969,2667.719058,515530.5253,0.073127009,0.001149808,-4.94E-05,0.002091142,-0.000103233,7.03E-05,215.3320313,-286.7418823,7859.08252,135.933197,531.0720215,-24.43938065,524.0482178,36.64537048,143.0797729,-6.230931759,154.9958191,6.949922562,71.55446625,-8.159003258,105.6303864,3.831786633,155.3778534,-4.391858578,87.06192017,6.425465584,104.643425,-4.125,82.21980286,1.540685534,92.96263885,-4.340679646,69.03954315,-3.023985147,67.14777374,-0.011629156,64.2804184,5.636145592,159.9544067,3.431849718,121.6531067,2.829486847,69.37862396,1.104041934,63.89102554,-0.292906821,91.22003174,classical
classical.00009.wav,0.270524293,0.082300119,0.023802595,0.00019978,1216.187786,121041.3764,1582.826588,72868.68117,2560.003081,691542.8413,0.056246752,0.000770924,-3.48E-05,0.000713476,-6.99E-05,7.12E-06,234.9076705,-356.105896,5138.998047,139.8126678,594.8423462,-6.278577328,222.1425934,43.17738724,75.92079926,-8.851787567,121.2993622,11.04790306,64.21272278,-8.375142097,70.26099396,4.419640064,55.72722626,-8.284428596,84.14865875,8.676265717,59.42945099,-8.13502121,59.15883636,3.428734303,62.91093445,-1.439430475,81.05058289,-0.422974586,75.62833405,-1.727985978,81.84158325,-0.289919019,79.41114044,-0.660842419,80.76804352,1.160319448,105.0021667,-0.618510842,92.52191925,-0.25403285,88.05304718,classical
classical.00010.wav,0.244955301,0.085057251,0.029510604,0.00040906,1497.369087,81744.60885,1570.642352,45139.06665,2868.579045,345271.0642,0.086217327,0.000846935,-4.65E-05,0.001096777,-7.75E-05,3.63E-05,103.359375,-314.9978943,6208.628906,128.7146301,259.1539917,-28.92272758,514.4213257,30.83425522,119.7681732,-8.991014481,146.136673,7.990176201,138.0997467,-9.85089016,92.1975708,1.43292439,134.5309296,-8.979047775,120.055275,6.066538334,94.67429352,-3.302955627,163.5279846,7.613114357,158.355011,3.801759005,144.303009,2.924840212,96.49156189,1.822664022,110.7015457,5.187849522,113.9000854,1.075573564,99.34666443,0.143250033,63.02526855,-4.536268711,98.74533081,-2.320823908,99.58563995,classical
